Year,DMCODE,New_DIST,NEW_MANDAL,June,July,Aug,Sep,total,Rainy Days,No Rain,Light Rainfall,moderate,Heavy,Very Heavy
2015,1104,Warangal_Rural,Geesugonda,509.6,128.8,154.6,186.2,979.2,34,88,18,12,3,1
2015,1109,Warangal_Rural,Khanapur,578,145.8,208.8,235.8,1168.4,48,68,34,17,1,2
2015,1107,Warangal_Rural,Nallabelly,428.4,72.5,198,207.2,906.1,43,71,38,9,3,1
2015,1108,Warangal_Rural,Narsampet,519.6,159.2,163.2,230.2,1072.2,50,68,32,20,1,1
2015,1115,Warangal_Rural,Nekkonda,415.4,103.4,150.8,153.8,823.4,39,75,31,14,2,0
2015,1101,Warangal_Rural,Parkal,534.8,218,149.8,287.4,1190,48,68,32,17,4,1
2015,1114,Warangal_Rural,Parvathagiri,327,48.4,121,181.2,677.6,37,82,24,15,1,0
2015,1113,Warangal_Rural,Raiparthy,304,70.8,171.6,120.4,666.8,31,88,14,20,0,0
2015,1111,Warangal_Rural,Sangem,466.6,114,166,183.2,929.8,41,82,19,18,2,1
2015,1102,Warangal_Rural,Shayampet,509.2,133,144,262.8,1049,54,63,42,14,2,1
2015,1112,Warangal_Rural,Wardhannapet,260.6,30.2,193.2,170.8,654.8,37,77,31,13,1,0
2015,1201,Warangal_Urban,Bheemadevarapalle,192.6,51.6,160.2,324.8,729.2,37,79,28,13,2,0
2015,1206,Warangal_Urban,Dharmasagar,326.2,73.8,150.4,164.6,715,32,90,15,15,2,0
2015,1203,Warangal_Urban,Elkathurthi,239.4,97.4,127.8,167.6,632.2,37,82,30,9,1,0
2015,1208,Warangal_Urban,Hanamkonda,451,113.2,165.8,185.2,915.2,44,74,29,18,1,0
2015,1205,Warangal_Urban,Hasanparthy,349.6,148.6,126.2,176.6,801,42,75,30,16,1,0
2015,1211,Warangal_Urban,Inole,260.6,30.2,193.2,170.8,654.8,37,77,31,13,1,0
2015,1204,Warangal_Urban,Kamalapur,322,156.6,135,233.5,847.1,33,84,20,15,2,1
2015,1207,Warangal_Urban,Khazipet,451,113.2,165.8,185.2,915.2,44,74,29,18,1,0
2015,1210,Warangal_Urban,Khilla_Warangal,451,113.2,165.8,185.2,915.2,44,74,29,18,1,0
2015,1202,Warangal_Urban,Velair,326.2,73.8,150.4,164.6,715,32,90,15,15,2,0
2015,1209,Warangal_Urban,Warangal,374.2,95.6,169.2,165.2,804.2,36,82,23,16,1,0
2015,2016,Yadadri Bhuvanagiri,Addagudur,271.8,67,156.8,277.6,773.2,38,82,25,14,1,0
2015,2003,Yadadri Bhuvanagiri,Alair,171.6,66.4,75.2,265.4,578.6,34,70,39,11,2,0
2015,2014,Yadadri Bhuvanagiri,Atmakur_M,227.2,77.4,83.6,166.8,555,35,87,25,9,1,0
2015,2006,Yadadri Bhuvanagiri,Bhongiri,113,79.2,20.4,248,460.6,32,82,33,6,1,0
2015,2008,Yadadri Bhuvanagiri,Bibinagar,105,47.2,76.4,224.4,453,28,80,32,10,0,0
2015,2007,Yadadri Bhuvanagiri,Bommalaramaram,79.4,28.2,28.2,95.8,231.6,25,90,28,4,0,0
2015,2010,Yadadri Bhuvanagiri,Choutuppal,132.8,9.8,111.8,120,374.4,29,90,22,10,0,0
2015,2004,Yadadri Bhuvanagiri,Mootakondur,105.8,70.6,26.8,156.4,359.6,28,88,28,6,0,0
2015,2015,Yadadri Bhuvanagiri,Mothkur,271.8,67,156.8,277.6,773.2,38,82,25,14,1,0
2015,2011,Yadadri Bhuvanagiri,Narayanapur,84.2,12.8,50.8,37.2,185,16,99,18,5,0,0
2015,2009,Yadadri Bhuvanagiri,Pochampalle,101.2,13.4,151.8,144.6,411,27,91,24,7,0,0
2015,2002,Yadadri Bhuvanagiri,Rajapet,146.8,61.8,100.2,206.8,515.6,31,86,22,14,0,0
2015,2012,Yadadri Bhuvanagiri,Ramannapeta,140.8,54.6,147,106,448.4,31,81,30,11,0,0
2015,2001,Yadadri Bhuvanagiri,Turkapalle_M,121.6,44.2,88.8,198,452.6,26,92,19,11,0,0
2015,2013,Yadadri Bhuvanagiri,Valigonda,186.8,95,140.2,257,679,35,78,31,12,1,0
2015,2005,Yadadri Bhuvanagiri,Yadagirigutta,105.8,70.6,26.8,156.4,359.6,28,88,28,6,0,0
